60,Agus Pramono,agus.pramono@gmail.com,08112284210,24/06/2019,active
62,Chandra Siregar,chandrasiregar491@gmail.com,628217115921,2019-06-01,banned
63,Kevin Ginting,kevin-ginting465@gmail.com,6282183673657,2022-06-22,Aktif
66,HESti PanjaitAN,hesti-panjaitan@gmail.com,088961201836,2022-09-16,active
67,Irwan Panjaitan,irwanpanjaitan@gmail.com,081214767976,23/01/2021,ACTIVE
68,Bela Wibowo,bela_wibowo540@gmail.com,087700343244,05/09/2021,active
69,Zulfa Rizky,zulfa.rizky513@gmail.com,+628120715969,15-07-22,banned
71,HADI HArtono,hadi-hartono885@gmail.com,+628137449058,2018-10-31,inactive
74,Qori Sirait,qorisirait809@gmail.com,+6282164492519,2019-08-03,active
78,Jasmine Batubara,jasmine_batubara515@gmail.com,08220758181,13/03/2021,inaktif
80,Arif Suharto,arif.suharto@gmail.com,+6282277901043,05-09-19,Aktif
81,Nando Sinaga,nando.sinaga@gmail.com,087897117980,12-10-23,active
82,Hadi Mulyadi,hadi.mulyadi585@gmail.com,6281351888880,2022-05-19,active
83,Jihan Panjaitan,erfan.sudirman272@gmail.com,+6285319520585,19-12-19,inactive
84,Wulan Angin,wulan_angin38@gmail.com,0852548687,03/11/2020,ACTIVE
85,Kurnia Mulyadi,kurnia-mulyadi@gmail.com,+6287776527758,28/12/2020,Aktif
86,Oky Pratama,oky.pratama559@gmail.com,08134479627,2021-12-10,active
87,Fani Perangin,faniperangin77@gmail.com,62851297021,24-08-20,active
89,Winda Hartono,jihan_sudirman@gmail.com,+628858144739,15-03-21,inactive
90,SARI WIBOWO,sari.wibowo921@gmail.com,6285851884422,20-01-22,active
93,Nurul Siregar,nurul.siregar355@gmail.com,+6285284249818,22-11-19,inactive
94,Nurul Nugroho,nurul-nugroho@gmail.com,081294396907,2024-02-13,banned
95,Yogi Simbolon,yogi_simbolon305@gmail.com,62812767735,20/10/2024,active
98,Karim Purba,karim-purba@gmail.com,+628828016245,2022-07-10,active
100,Hadi Saputra,hadisaputra@gmail.com,628588729825,2024-11-16,active
104,Dinda Tarigan,dinda-tarigan625@gmail.com,085643443757,29-11-21,baned
105,WINDA MULYADI,winda_mulyadi918@gmail.com,0857415747,26/05/2020,inactive
108,Karim Soeharto,karim-soeharto@gmail.com,+6288915478872,2023-08-28,active
113,tono sembiring,tono-sembiring@gmail.com,+6281139106518,04/09/2018,inactive
116,Eko Susanto,ekosusanto@gmail.com,08129030673,20/01/2024,ACTIVE
117,Rina Kusuma,rina-kusuma592@gmail.com,+6282283644089,19-12-19,banned
119,Hadi Soekarno,doni-kurniawan63@gmail.com,+6288726343517,28/02/2022,inactive
120,Kurnia Rahayu,kurniarahayu@gmail.com,62887735403,18-02-20,active
122,Vino Permana,vino-permana321@gmail.com,6285320489964,17/09/2019,active
124,Dian Susanto,diansusanto@gmail.com,0853203875,05-09-18,banned
126,Prita Soekarno,pritasoekarno@gmail.com,08855461567,03/05/2024,banned
127,Maman Siregar,mamansiregar96@gmail.com,+628870021765,06/05/2024,inactive
128,Ani Gunawan,ani_gunawan@gmail.com,6285690250392,20/06/2022,active
129,Irwan Sembiring,irwan_sembiring694@gmail.com,6282218501631,27-10-21,BANNED
131,ROsi RamAdhaN,rosi_ramadhan460@gmail.com,08138199560,2021-04-10,active
139,Edy SImBoLon,edy.simbolon@gmail.com,628783622660,20/11/2024,inactive
142,HANA ISKANDAR,hana.iskandar589@gmail.com,088282827422,2021-07-12,banned
143,Hendra Soebagyo,mira_soeharto462@gmail.com,087787676772,05-12-18,active
148,Imam Batubara,imam_batubara651@gmail.com,62877637454,15-10-21,inactive
150,Irwan Soebagyo,irwan-soebagyo@gmail.com,62851643611,05/01/2018,inactive
152,Yogi Kusuma,yogi.kusuma@gmail.com,62889927532,14-08-22,banned
156,Qori Angin,qori_angin719@gmail.com,6288792414183,29-09-19,active
158,joko wibowo,jokowibowo168@gmail.com,6288542524105,2022-10-25,inactive
160,bela santoso,bela.santoso48@gmail.com,+62822086353,01-09-22,active
161,PanjI KarTiNi,panji_kartini9@gmail.com,+628899375973,17/02/2024,active
162,budi manurung,budimanurung974@gmail.com,6287741383670,07-08-19,active
164,Nanda Mulyadi,nanda_mulyadi718@gmail.com,+62856132912,09/03/2019,inactive
166,Rosi Lubis,wulan_angin38@gmail.com,+62851678831,08/03/2023,activee
167,lestari wibowo,lestari.wibowo@gmail.com,+6281394101372,2019-01-12,active
169,Pipit Perangin,pipit_perangin904@gmail.com,08562638380,16-04-22,active
170,Wulan Tarigan,wulan-tarigan398@gmail.com,085830407859,11/08/2020,active
173,Candra Perangin,candra.perangin941@gmail.com,082221851569,2019-02-18,active
176,Sri Kartini,sri-kartini@gmail.com,085315410067,15/09/2022,inactive
177,Zulfa Sirait,zulfa_sirait@gmail.com,+62813405411,01/11/2021,active
178,Irwan Fauzi,irwanfauzi104@gmail.com,087888444310,29-05-22,inactive
179,yunus hidayat,qorihartono@gmail.com,+62882103241,24/04/2023,active
180,Karim Simbolon,karimsimbolon658@gmail.com,+628772704774,2020-07-15,inactive
182,Vino SireGaR,vino.siregar@gmail.com,0878632945,02/10/2018,active
184,Doni Soeharto,doni-soeharto899@gmail.com,+6288297024629,29-10-24,banned
185,Laila Susanto,laila.susanto51@gmail.com,+628114447132,15-05-21,inactive
186,Bella Suryadi,bellasuryadi193@gmail.com,+6288250821486,10-07-19,inactive
188,Mira Batubara,mira-batubara@gmail.com,628130602933,11-07-20,active
190,Tono Wahyudi,tono_wahyudi@gmail.com,6285999441715,06-02-21,active
195,Arif Soebagyo,arif_soebagyo@gmail.com,62812743292,29/06/2023,active
196,Opik Sitorus,opik_sitorus@gmail.com,6285250583003,15-07-20,active
197,ZahRA Kusuma,zahra_kusuma@gmail.com,+62811323098,24/11/2019,active
200,Sari Brahmana,sari.brahmana367@gmail.com,081273753001,29-03-19,banned
201,Zulfa Hidayat,zulfahidayat@gmail.com,628534470120,2021-04-05,activee
207,Fitri Nainggolan,tono-sembiring@gmail.com,+6281280199488,27-04-20,banned
211,Bela Sudirman,bela.sudirman@gmail.com,+6285866934654,29/01/2023,active
218,Candra Nasution,candra_nasution@gmail.com,628593993056,2019-04-10,active
220,Lukman Firmansyah,lukman_firmansyah@gmail.com,6287812075011,11/08/2018,baned
221,Oscar GinTInG,oscarginting@gmail.com,628214914766,2018-05-07,active
222,ERFAN GUNAWAN,erfan-gunawan@gmail.com,62859882100,03-06-24,inactive
224,ilham budiman,ilham_budiman@gmail.com,628131397552,18/08/2020,active
229,Joko Sembiring,joko.sembiring754@gmail.com,08533145303,2023-10-23,active
231,Yuni Sinaga,yuni.sinaga529@gmail.com,+628829082723,12-11-18,banned
232,Winda Handoko,windahandoko@gmail.com,+628217739260,25/09/2020,active
233,Jasmine Karo,jasminekaro@gmail.com,0856869904,18/12/2018,inactive
236,Nando Tarigan,nando_tarigan535@gmail.com,08853765991,09/10/2022,active
237,Wulan Sudirman,wulan-sudirman613@gmail.com,081109818063,2021-07-17,active
242,Putri Perangin,bela_wibowo540@gmail.com,62811146566,28/07/2024,inactive
243,Siti Rizky,siti-rizky744@gmail.com,+6285337690426,05/09/2023,inactive
245,Imam Angin,imam.angin820@gmail.com,+6288504341651,21/03/2024,inactive
249,Doni Harahap,doni.harahap562@gmail.com,+6288255276365,2022-02-04,active
251,Chandra Tarigan,chandra-tarigan@gmail.com,0851347175,2020-11-30,active
252,Hesti Ginting,hestiginting@gmail.com,6285298245587,05/01/2023,active
253,Opik Mulyadi,opik.mulyadi656@gmail.com,628891125355,08-04-21,active
254,Nando Setiadi,nando-setiadi766@gmail.com,0851234132,15/06/2022,active
257,Tono Angin,tono_angin537@gmail.com,+62887174564,2019-09-30,active
259,Murti Ginting,murti_ginting849@gmail.com,+628133894484,19/08/2022,active
260,Indah Kusuma,indah_kusuma279@gmail.com,+62811080214,07/01/2021,Active
261,rahmad fauzi,rahmadfauzi@gmail.com,+628575705120,2020-12-27,active
262,Fira Simbolon,fira-simbolon837@gmail.com,08537303718,2020-05-03,active
264,Fitri Tambunan,jasmine_simbolon@gmail.com,6288292513271,2024-12-08,inaktif
265,Rina Rahayu,rinarahayu129@gmail.com,+6288757306524,2018-06-11,aktive
267,Fira Panjaitan,fira_panjaitan@gmail.com,6285935186387,08/03/2024,banned
268,Qori Harahap,qoriharahap@gmail.com,0851317310,27-05-24,active
273,Oscar Panjaitan,oscar_panjaitan@gmail.com,6281124043350,04-02-21,inactive
274,Hesti Sembiring,hestisembiring472@gmail.com,08569334419,26-06-22,active
276,Putri Rizky,putririzky650@gmail.com,+62885589258,23/06/2020,active
277,Karim Batubara,karimbatubara228@gmail.com,+62822517908,2022-06-24,active
279,JasMine Pratama,jasmine-pratama@gmail.com,62812924051,2021-06-03,inactive
282,MIra TArigaN,mira-tarigan641@gmail.com,62856460843,2019-09-14,inactive
285,Murti Siregar,murti-siregar@gmail.com,0851994999,03-08-20,active
287,Siti Suryadi,siti.suryadi@gmail.com,088175736609,08-04-22,active
289,Kurnia Mulyadi,kurnia-mulyadi@gmail.com,+6281282771812,25-07-24,inactive
291,Bela Perangin,bela_perangin@gmail.com,62822220644,2023-01-02,banned
292,Indah Wibowo,indahwibowo638@gmail.com,+628828097339,2023-05-03,inactive
294,Jasmine Pramono,jasminepramono@gmail.com,085149998279,15/01/2022,active
297,Fitri Rizky,fitri_rizky@gmail.com,+6288730344144,07-09-23,active
298,Budi Wibowo,budiwibowo@gmail.com,+6285877027278,2021-10-04,acitve
299,murti rizky,murti-rizky@gmail.com,628581240568,11-11-19,banned
302,Fajar Handoko,fajarhandoko5@gmail.com,628137018409,02-07-21,active
304,Fira Lubis,fira-lubis@gmail.com,085758702070,2019-03-10,active
305,Sri Sitorus,sri_sitorus632@gmail.com,+6285281792171,2023-02-10,banned
306,Ulfa Simbolon,ulfa-simbolon935@gmail.com,08587701715,2023-05-15,active
307,Qori Sudirman,qorisudirman@gmail.com,628138769639,25-09-20,active
311,Rina Panjaitan,rinapanjaitan721@gmail.com,+62811696566,2022-04-12,inactive
312,Tari Firmansyah,tari_firmansyah864@gmail.com,085722010276,11/07/2019,active
315,ChanDra PErangin,chandra-perangin@gmail.com,6285794079290,10-04-21,banned
316,Dewi Mulyadi,dewimulyadi872@gmail.com,08564019292,2023-01-04,inaactive
317,Joko Wahyudi,joko.wahyudi@gmail.com,082227663723,24-06-24,active
318,Hendra Setiadi,hendrasetiadi172@gmail.com,+628578366742,2023-12-13,active
323,joko batubara,joko.batubara625@gmail.com,62882286391,14-12-22,active
325,yogi tambunan,yogitambunan375@gmail.com,+6285732806346,14-03-19,banned
326,FanI NainGgolan,faninainggolan@gmail.com,628121387829,12/08/2020,active
327,Hadi Nainggolan,hadinainggolan@gmail.com,08121792911,2019-04-13,banned
328,opik gunawan,opik-gunawan831@gmail.com,088925309251,2019-05-10,active
329,Nisa Nugroho,nisa_nugroho@gmail.com,0877071002,01-01-19,banned
330,Linda Mulyadi,linda_mulyadi@gmail.com,085676329092,10-08-23,active
334,Sari Sirait,sari_sirait56@gmail.com,0881652735,09/01/2021,active
338,hesti permana,hesti.permana136@gmail.com,0813742799,2018-04-10,inactive
341,hesti ramadhan,hesti.ramadhan142@gmail.com,6282179335548,2022-09-29,active
343,Winda Wibowo,winda.wibowo@gmail.com,+62887756704,14/02/2020,active
345,Vera Gunawan,veragunawan152@gmail.com,+6285128422223,24/04/2019,active
349,Andi Pratama,andipratama525@gmail.com,+6285898056265,2022-05-01,active
351,Vino Soebagyo,vino_soebagyo@gmail.com,628562879232,2022-04-13,inactive
352,Yunus Susanto,yunus-susanto506@gmail.com,0811447146,2020-01-05,banned
353,ROsI Wijaya,rosiwijaya@gmail.com,0889257252,2018-08-05,active
356,Hesti Perangin,hestiperangin428@gmail.com,0822754527,13-09-24,inaktif
357,Dinda Purnomo,irwanpanjaitan@gmail.com,082223423216,03/04/2019,active
359,Indah Firmansyah,indah-firmansyah972@gmail.com,088593891190,07/12/2023,Active
360,Kurnia Mulyadi,kurniamulyadi@gmail.com,628829271256,04/10/2022,inactive
361,PuTRI ManUrUNg,putri_manurung232@gmail.com,+62852752071,2022-06-12,inactive
362,BAMBANG WIBOWO,bambangwibowo@gmail.com,+628523961367,14-02-21,BANNED
369,Lukman Nasution,lukman-nasution171@gmail.com,+628521834404,2024-06-07,activee
370,Maman Perangin,mamanperangin607@gmail.com,088976351484,09-11-22,inactive
371,Arif Saputra,arif_saputra@gmail.com,62885973748,2024-11-21,inactive
375,Lestari HaRTono,lestari.hartono958@gmail.com,0821347649,2018-08-18,inactive
376,Hana Iskandar,hana_iskandar@gmail.com,08595409003,02-11-20,active
378,murti soeharto,murti_soeharto483@gmail.com,62878248156,02-10-24,inactive
381,Imam Pramono,imampramono@gmail.com,+628522069694,04/09/2019,active
382,Wati SeMbIriNg,wati.sembiring@gmail.com,628522620443,2024-12-05,active
383,Hana Karo,hanakaro@gmail.com,6287736694118,29/08/2018,active
385,Zulfa Nasution,zulfa-nasution728@gmail.com,+628210274564,14-12-20,inaktif
389,Imam Pratama,imam_pratama@gmail.com,08774214764,07/10/2024,active
392,Yogi Pramono,yogipramono@gmail.com,6282166179454,26/07/2024,BANNED
393,AdIT WIjAya,adit-wijaya@gmail.com,081394168006,23/04/2019,active
396,Kevin Hartono,kevin_hartono53@gmail.com,08787998407,2022-06-26,inactive
399,Galih Soeharto,galih.soeharto@gmail.com,6281372232971,2022-08-31,active
400,Nanda Handoko,nanda-handoko903@gmail.com,62851801561,04/12/2024,active
402,Opik Perangin,opikperangin@gmail.com,62821524787,11/02/2019,banned
404,Rosi Hidayat,rosi.hidayat142@gmail.com,+6288150720811,2021-10-17,inactive
410,Vino Handoko,vino_handoko603@gmail.com,6288267762282,09-06-23,inactive
411,Fajar Ramadhan,fajar.ramadhan467@gmail.com,6285151961159,01/04/2021,inactive
412,Nurul Wibowo,nurul-wibowo302@gmail.com,082260443270,17-05-19,active
413,agus soebagyo,agus-soebagyo580@gmail.com,+6288292287772,25/08/2021,activee
416,Bella Tambunan,bellatambunan349@gmail.com,+6281156411182,14/03/2021,active
417,OscAr SUDirman,oscarsudirman@gmail.com,62889788614,2018-09-06,inactive
418,gilang manurung,yunus-susanto506@gmail.com,08118913824,2024-05-16,inactive
419,Bambang Budiman,bambang.budiman@gmail.com,6287870079420,2018-09-04,active
423,Mira Lubis,miralubis128@gmail.com,0881304531,17-11-24,active
428,Doni Wijaya,doni-wijaya861@gmail.com,0882505831,23-09-24,inactive
429,Doni Angin,doniangin@gmail.com,+62813070496,27/09/2018,banned
430,rina ginting,rina_ginting99@gmail.com,628116769915,2018-04-17,inactive
432,Fajar Siregar,fajar-siregar@gmail.com,+6285754508920,30-08-20,inactive
433,Hendra Sitorus,hendra.sitorus@gmail.com,088279599594,2022-09-11,active
435,GALIH SaNTOSo,galih-santoso@gmail.com,0811410261,18/10/2021,active
437,Rosi Susanto,rosi-susanto@gmail.com,081242897317,23/11/2024,active
438,Bela Sirait,bela-sirait511@gmail.com,+6285977749690,28/04/2020,active
440,Ani Hasibuan,ani_hasibuan479@gmail.com,+628824602734,2018-11-07,active
441,Xena Pramono,xenapramono805@gmail.com,0821508353,2021-09-10,active
442,Winda Saputra,winda-saputra9@gmail.com,+628779078263,18-07-20,Banned
443,Lukman Simbolon,lukman_simbolon740@gmail.com,0858663778,2018-05-04,active
444,JASMINE SOEBAGYO,jasminesoebagyo512@gmail.com,08786845909,12/05/2018,active
445,Candra Sembiring,candra_sembiring@gmail.com,08873715974,17/01/2019,active
446,gilang purnomo,gilang_purnomo@gmail.com,08773348170,18-02-22,active
448,Zahra Karo,zahra_karo@gmail.com,0881693859,2023-07-04,inactive
449,Jasmine Susanto,jasmine_susanto356@gmail.com,628513296762,18/05/2024,inactive
455,Fira Tambunan,fira.tambunan109@gmail.com,08115063731,14-02-21,banned
456,hana susanto,hana-susanto786@gmail.com,6288724195625,20-12-19,inaktif
457,Arif Budiman,arifbudiman624@gmail.com,6285390309143,22/10/2022,banned
458,BAMBANG RAHAYU,bambang.rahayu156@gmail.com,62812975245,12-06-18,baned
459,Nisa Setiadi,nisa.setiadi868@gmail.com,085203396852,17-12-22,active
460,Agus Soebagyo,agussoebagyo@gmail.com,0813983381,12-10-22,inactive
461,Zahra Nugroho,zahra.nugroho@gmail.com,+628893471566,2019-11-19,inactive
462,Oky Purba,oky.purba840@gmail.com,+62878498282,2020-11-19,inactive
463,Zahra Hasibuan,zahra_hasibuan74@gmail.com,62882230085,2023-07-06,inactive
464,Karim Rizky,karimrizky@gmail.com,+62889364587,17-02-22,active
467,Murti Permana,murtipermana112@gmail.com,+6285264027011,08-09-22,inactive
468,Qori Fauzi,qori.fauzi@gmail.com,+6285117932302,2020-02-25,inactive
469,Rahmad Angin,rahmad.angin82@gmail.com,+628211509377,17/02/2019,active
471,Arif Kartini,arif_kartini@gmail.com,+62821762091,2023-12-14,banned
473,Opik SoehARTo,opiksoeharto131@gmail.com,+628872717833,16/05/2020,ACTIVE
474,Sri Suharto,sri.suharto952@gmail.com,+6285347128715,05-07-20,BANNED
475,Mira Setiawan,mira_setiawan670@gmail.com,0856411159,10-02-20,active
476,JASMINE PANJAITAN,jasmine_panjaitan@gmail.com,088936655289,16/08/2024,active
477,Karim Santoso,karim.santoso836@gmail.com,+62881942095,19-06-21,banned
479,Yogi Kartini,yogikartini562@gmail.com,+628826618443,2024-02-23,active
483,Fitri Nainggolan,fitri.nainggolan24@gmail.com,6282126764921,25/08/2021,Active
484,Erfan Purnomo,erfan_purnomo570@gmail.com,6288913129208,2023-01-06,active
487,Yogi Budiman,yogi.budiman606@gmail.com,0878844626,12/02/2023,active
491,Erfan Ginting,erfan_ginting@gmail.com,088522269405,17-10-20,banned
495,Imam Nugroho,imam.nugroho@gmail.com,+628824309634,13/10/2023,inactive
496,Pipit Budiman,pipit_budiman337@gmail.com,08112650167,20/03/2020,inactive
497,Bela Hidayat,belahidayat160@gmail.com,+628774562841,02-12-22,inactive
498,Irwan Kusuma,irwan-kusuma@gmail.com,0857266502,2020-03-26,banned
500,Nanda Rahayu,nandarahayu445@gmail.com,+62882639282,2020-10-18,BANNED
503,Panji Panjaitan,panji_panjaitan253@gmail.com,0812053474,20/10/2024,inactive
505,Winda Handoko,windahandoko@gmail.com,62852711895,19-05-21,inactive
506,Sari Tarigan,karim-soeharto@gmail.com,+6288748557161,2023-06-01,inactive
509,Maman Susanto,maman.susanto965@gmail.com,+6281233810595,22/08/2021,aktive
511,Imam Setiadi,imam.setiadi837@gmail.com,+62856962736,18/02/2022,inactive
514,Mira Santoso,ani_hasibuan479@gmail.com,088751327972,2021-06-13,inactive
515,nurul hartono,nurulhartono@gmail.com,62857862030,2020-07-17,active
518,yuni soeharto,yuni.soeharto@gmail.com,08777119642,2019-01-06,active
521,Galih Budiman,galih.budiman302@gmail.com,62878330212,27-03-22,active
522,oky panjaitan,okypanjaitan@gmail.com,0859131096,06/09/2019,inactive
527,Rudi Hartono,rudihartono578@gmail.com,0858405468,2020-03-09,ACTIVE
532,Tono Wahyudi,tono_wahyudi@gmail.com,62882546692,2022-12-11,inactive
537,Selvi Soebagyo,selvi-soebagyo@gmail.com,+628582356778,21-10-19,inactive
538,Fani Iskandar,fani.iskandar@gmail.com,62858272751,2022-07-23,inactive
539,Budi Batubara,budi_batubara@gmail.com,08528296353,22-02-20,inactive
540,Siti Panjaitan,imam.nugroho@gmail.com,+62885776655,2024-01-31,inactive
543,Edy Soeharto,edy_soeharto8@gmail.com,628574463060,05/03/2018,active
546,linda hidayat,lindahidayat586@gmail.com,628225233438,01-10-20,Inactive
547,Imam Sudirman,edy_nasution956@gmail.com,081191179112,2021-03-02,active
549,Yogi Santoso,yogisantoso121@gmail.com,+62887284139,02-05-18,active
550,Chandra Purba,chandra-purba@gmail.com,+62822124473,2019-01-12,aktive
551,Gilang Setiadi,gilang_setiadi447@gmail.com,+62851461994,10/11/2019,INACTIVE
553,Linda Manurung,linda-manurung@gmail.com,08582531355,2019-08-18,active
554,Siti Harahap,siti.harahap477@gmail.com,628134938318,12-02-21,banned
555,Yuni Sembiring,yuni_sembiring326@gmail.com,08127046117,02-12-19,active
557,Andi Setiawan,andi_setiawan741@gmail.com,+628591857906,07-05-21,inactive
558,Zulfa Budiman,zulfa-budiman@gmail.com,0812215632,27/12/2018,INACTIVE
559,Hana Kartini,hanakartini@gmail.com,0857459642,19-07-19,inactive
562,Pipit Purba,pipitpurba285@gmail.com,6285712711307,2020-02-06,active
563,Vino Firmansyah,vinofirmansyah@gmail.com,+62852686850,2022-12-13,active
564,Doni Rahayu,doni_rahayu199@gmail.com,+6285148978610,16/10/2020,active
565,Eko Rahayu,eko.rahayu@gmail.com,08776134732,2020-04-13,banned
567,Vino Sitorus,vino-sitorus@gmail.com,6281157907371,05/07/2018,inactive
568,Xena Pramono,xena.pramono@gmail.com,+628587584745,23/02/2023,active
570,Prita Panjaitan,prita_panjaitan@gmail.com,628878245569,2022-09-06,active
572,Irwan Siregar,irwan-siregar16@gmail.com,085710740650,2018-07-24,active
575,Zahra Pratama,zahra_pratama@gmail.com,+62821875857,2021-12-21,inactive
576,Nisa Manurung,nisamanurung981@gmail.com,0857985298,2024-05-05,active
579,eko setiawan,ekosetiawan@gmail.com,08210876014,2022-07-16,active
581,XenA FirmANSyaH,xena_firmansyah44@gmail.com,+628810258835,2023-11-21,inactive
582,Agus Purnomo,agus-purnomo@gmail.com,628571767929,08-09-23,inactive
583,Vera Kusuma,vera-kusuma599@gmail.com,081123117753,27/08/2020,active
584,Jihan Permana,jihanpermana627@gmail.com,08135902517,27/03/2022,banned
585,Jasmine Ginting,jasmine_ginting696@gmail.com,08518319013,17/05/2018,active
587,Agus Batubara,agusbatubara@gmail.com,62857173098,17/09/2021,active
588,Xena Pramono,xenapramono@gmail.com,088738984690,15-02-24,active
589,Kevin Simbolon,kevinsimbolon34@gmail.com,+628520238503,15/07/2023,inaactive
590,Ilham Perangin,ilhamperangin@gmail.com,6281372401078,11-07-20,active
591,Prita Simbolon,prita.simbolon@gmail.com,088760870662,27-10-22,inactive
593,ROSI MULYADI,rosimulyadi@gmail.com,+62887753745,2024-03-08,banned
594,Rosi Sinaga,rosisinaga56@gmail.com,628821328348,13/05/2020,active
595,Hadi Susanto,hadi_susanto@gmail.com,+628124964104,2024-11-02,inactive
596,Andi Soebagyo,andi.soebagyo211@gmail.com,6287804085095,11-12-20,active
597,Dewi Nasution,dewi_nasution@gmail.com,6287748769984,2019-10-28,inactive
599,NANDO SANTOSO,nando-santoso857@gmail.com,+62881707057,29/03/2024,inactive
601,Rudi Purnomo,rudi-purnomo@gmail.com,628560580935,24/03/2019,inactive
606,Yuni Panjaitan,yuni_panjaitan806@gmail.com,6282236929445,09/07/2021,active
607,Murti Manurung,murti_manurung@gmail.com,+62811164871,02/06/2019,inactive
608,Dewi Iskandar,dewi_iskandar926@gmail.com,087783415599,30/11/2024,INACTIVE
615,Doni Ramadhan,doniramadhan@gmail.com,08893347272,2023-07-28,active
616,Sari Angin,sari.angin4@gmail.com,+6288732064969,19-08-20,active
617,Wulan Sinaga,wulan-sinaga@gmail.com,628826958741,15/06/2020,ACTIVE
619,Adit Handoko,adithandoko576@gmail.com,628586766404,12-06-23,active
621,Fani Sudirman,fanisudirman@gmail.com,62852863425,2021-09-19,active
623,Fitri Kartini,fitri.kartini838@gmail.com,081360089219,22/05/2022,banned
626,WuLaN SEmbIring,wulansembiring786@gmail.com,+6285752059960,03-01-21,active
630,Vino Santoso,vino_santoso@gmail.com,62852187510,04-04-23,active
631,Agus Lubis,agus-lubis@gmail.com,+628579459648,26-01-24,banned
632,Sari Setiawan,sari.setiawan@gmail.com,62821896599,2024-10-13,inaactive
633,Opik Firmansyah,opikfirmansyah@gmail.com,0822270510,16-07-19,inaactive
634,Rahmad Sitorus,rahmadsitorus247@gmail.com,+628824858193,12-11-19,active
636,Imam Panjaitan,imampanjaitan201@gmail.com,62852945154,22/08/2023,banned
637,Panji Susanto,panji_susanto45@gmail.com,6281207977278,02/03/2019,active
638,Dewi Perangin,dewi.perangin@gmail.com,+62821705184,06-03-20,banned
640,Rahmad Susanto,rahmad_susanto@gmail.com,+628871579197,28/12/2018,active
641,IndAH Fauzi,indah.fauzi@gmail.com,087742429563,2020-02-11,active
646,laila siregar,laila.siregar@gmail.com,+6285669028249,17/11/2023,inactive
647,Lestari Kusuma,lestarikusuma@gmail.com,08596270232,2021-05-19,active
648,Indah Hartono,indah.hartono158@gmail.com,+628511786376,14-03-23,active
649,DONI SIRAIT,doni.sirait410@gmail.com,6287868157903,28/10/2024,BANNED
650,Nanda Panjaitan,nandapanjaitan626@gmail.com,62853730346,2019-01-16,active
651,Indah Sitorus,indah_sitorus36@gmail.com,08518171516,20/02/2018,active
652,Fajar Sembiring,fajarsembiring498@gmail.com,08574197857,04-10-21,active
653,Eko Soeharto,eko_soeharto@gmail.com,085894389760,2023-03-19,active
654,Fitri Soebagyo,fitri-soebagyo259@gmail.com,62857842456,2018-03-13,active
655,yogi angin,yogiangin545@gmail.com,081312276457,03/12/2024,Aktif
